case_id,example_displayed_sign,example_exact_jel_codes,example_false_side,example_original_sign,example_outcome,example_overlap_ratio,example_paper_id,example_treatment,example_true_side,jel_overlap_ratio,jel_similarity,matching_rule,pair_case_type,selection_score,shared_exact_jel_codes,shared_exact_jel_count,target_exact_jel_codes,target_exact_jel_count,target_outcome,target_paper_id,target_side,target_sign,target_treatment,task_name,union_exact_jel_count,variant
task3_jel_similarity_side_capped_jel_similarity_001129,None,"[""G24"", ""K0"", ""G4"", ""G23"", ""G11"", ""G12""]",conservative,+,Apparent outperformance versus reported peers,0.5,26423,Misclassification,liberal,0.75,0.4286,jaccard_jel_similarity,cons-cons,0.4286,"[""G11"", ""G23"", ""G24""]",3,"[""G24"", ""M13"", ""G23"", ""G11""]",4,Net IRR,17122,conservative,-,Investing in-state,task3,7,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001130,+,"[""A13"", ""G24"", ""G11"", ""G23"", ""Z1"", ""G41""]",liberal,-,Fund internal rate of return,0.5,26582,Impact fund designation,conservative,0.75,0.4286,jaccard_jel_similarity,lib-cons,0.4286,"[""G11"", ""G23"", ""G24""]",3,"[""G24"", ""M13"", ""G23"", ""G11""]",4,Net IRR,17122,conservative,-,Investing in-state,task3,7,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001131,-,"[""G28"", ""G21""]",conservative,+,CAMELS rating,1.0,17736,Federal supervision,liberal,0.4,0.4,jaccard_jel_similarity,cons-lib,0.4,"[""G21"", ""G28""]",2,"[""G21"", ""G28"", ""D62"", ""G38"", ""E58""]",5,Bank CDS spreads,17136,liberal,-,Financial sector bailout announcement,task3,5,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001132,+,"[""D22"", ""D4"", ""G21"", ""G28"", ""G38""]",liberal,-,Abnormal accruals of loan loss provisions,0.6,20760,Interstate bank deregulation,conservative,0.6,0.4286,jaccard_jel_similarity,lib-lib,0.4286,"[""G21"", ""G28"", ""G38""]",3,"[""G21"", ""G28"", ""D62"", ""G38"", ""E58""]",5,Bank CDS spreads,17136,liberal,-,Financial sector bailout announcement,task3,7,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001133,-,"[""G28"", ""G21""]",conservative,+,CAMELS rating,1.0,17736,Federal supervision,liberal,0.4,0.4,jaccard_jel_similarity,cons-cons,0.4,"[""G21"", ""G28""]",2,"[""G21"", ""G28"", ""D62"", ""G38"", ""E58""]",5,Sovereign CDS spreads,17136,conservative,+,Financial sector bailout announcement,task3,5,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001134,+,"[""D22"", ""D4"", ""G21"", ""G28"", ""G38""]",liberal,-,Abnormal accruals of loan loss provisions,0.6,20760,Interstate bank deregulation,conservative,0.6,0.4286,jaccard_jel_similarity,lib-cons,0.4286,"[""G21"", ""G28"", ""G38""]",3,"[""G21"", ""G28"", ""D62"", ""G38"", ""E58""]",5,Sovereign CDS spreads,17136,conservative,+,Financial sector bailout announcement,task3,7,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001135,-,"[""G28"", ""G21""]",conservative,+,CAMELS rating,1.0,17736,Federal supervision,liberal,0.4,0.4,jaccard_jel_similarity,cons-lib,0.4,"[""G21"", ""G28""]",2,"[""G21"", ""G28"", ""D62"", ""G38"", ""E58""]",5,Change in government debt-to-gdp,17136,liberal,+,Pre-bailout financial sector distress,task3,5,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001136,+,"[""D22"", ""D4"", ""G21"", ""G28"", ""G38""]",liberal,-,Abnormal accruals of loan loss provisions,0.6,20760,Interstate bank deregulation,conservative,0.6,0.4286,jaccard_jel_similarity,lib-lib,0.4286,"[""G21"", ""G28"", ""G38""]",3,"[""G21"", ""G28"", ""D62"", ""G38"", ""E58""]",5,Change in government debt-to-gdp,17136,liberal,+,Pre-bailout financial sector distress,task3,7,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001137,-,"[""G28"", ""G21""]",conservative,+,CAMELS rating,1.0,17736,Federal supervision,liberal,0.4,0.4,jaccard_jel_similarity,cons-cons,0.4,"[""G21"", ""G28""]",2,"[""G21"", ""G28"", ""D62"", ""G38"", ""E58""]",5,Post-bailout sovereign CDS,17136,conservative,+,Pre-bailout financial sector distress,task3,5,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001138,+,"[""D22"", ""D4"", ""G21"", ""G28"", ""G38""]",liberal,-,Abnormal accruals of loan loss provisions,0.6,20760,Interstate bank deregulation,conservative,0.6,0.4286,jaccard_jel_similarity,lib-cons,0.4286,"[""G21"", ""G28"", ""G38""]",3,"[""G21"", ""G28"", ""D62"", ""G38"", ""E58""]",5,Post-bailout sovereign CDS,17136,conservative,+,Pre-bailout financial sector distress,task3,7,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001139,-,"[""G2"", ""G12"", ""G21""]",conservative,+,adverse selection costs,0.6667,15336,Growth of hedge-fund trading,liberal,0.5,0.4,jaccard_jel_similarity,cons-lib,0.4,"[""G12"", ""G2""]",2,"[""G12"", ""G01"", ""G2"", ""G38""]",4,Implied volatility skew for index OTM puts,17149,liberal,-,Collective bailout guarantee,task3,5,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001140,-,"[""G17"", ""G2"", ""G01"", ""G12""]",liberal,+,SPX option expensiveness,0.75,25573,Tightening intermediary constraints,conservative,0.75,0.6,jaccard_jel_similarity,lib-lib,0.6,"[""G01"", ""G12"", ""G2""]",3,"[""G12"", ""G01"", ""G2"", ""G38""]",4,Implied volatility skew for index OTM puts,17149,liberal,-,Collective bailout guarantee,task3,5,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001141,-,"[""G2"", ""G12"", ""G21""]",conservative,+,adverse selection costs,0.6667,15336,Growth of hedge-fund trading,liberal,0.5,0.4,jaccard_jel_similarity,cons-lib,0.4,"[""G12"", ""G2""]",2,"[""G12"", ""G01"", ""G2"", ""G38""]",4,Financial sector equity risk premium,17149,liberal,-,Collective government bailout guarantee,task3,5,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001142,-,"[""G17"", ""G2"", ""G01"", ""G12""]",liberal,+,SPX option expensiveness,0.75,25573,Tightening intermediary constraints,conservative,0.75,0.6,jaccard_jel_similarity,lib-lib,0.6,"[""G01"", ""G12"", ""G2""]",3,"[""G12"", ""G01"", ""G2"", ""G38""]",4,Financial sector equity risk premium,17149,liberal,-,Collective government bailout guarantee,task3,5,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001143,-,"[""J64"", ""J65""]",liberal,+,Days in nonemployment,1.0,17814,Unemployment insurance extensions,conservative,0.6667,0.6667,jaccard_jel_similarity,lib-lib,0.6667,"[""J64"", ""J65""]",2,"[""J64"", ""H5"", ""J65""]",3,Welfare-maximizing wage replacement rate,17173,liberal,+,Unemployment rate,task3,3,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001144,+,"[""J64"", ""J65""]",conservative,-,Probability of nonemployment after reemployment,1.0,17814,Unemployment insurance extensions,liberal,0.6667,0.6667,jaccard_jel_similarity,cons-lib,0.6667,"[""J64"", ""J65""]",2,"[""J64"", ""H5"", ""J65""]",3,Welfare-maximizing wage replacement rate,17173,liberal,+,Unemployment rate,task3,3,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001145,None,"[""I1""]",liberal,-,Magnitude of short-term health loss from new chronic condition,1.0,9098,Higher family income,conservative,0.3333,0.3333,jaccard_jel_similarity,lib-cons,0.3333,"[""I1""]",1,"[""I1"", ""H51"", ""H75""]",3,Hospital admission probability,17190,conservative,+,Medicaid coverage (insurance coverage),task3,3,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001146,-,"[""I18"", ""H51"", ""H42"", ""I13"", ""I1""]",conservative,+,Risk scores,0.4,21222,HMO enrollment (managed care),liberal,0.6667,0.3333,jaccard_jel_similarity,cons-cons,0.3333,"[""H51"", ""I1""]",2,"[""I1"", ""H51"", ""H75""]",3,Hospital admission probability,17190,conservative,+,Medicaid coverage (insurance coverage),task3,6,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001147,None,"[""I1""]",liberal,-,Magnitude of short-term health loss from new chronic condition,1.0,9098,Higher family income,conservative,0.3333,0.3333,jaccard_jel_similarity,lib-cons,0.3333,"[""I1""]",1,"[""I1"", ""H51"", ""H75""]",3,Mortality (survival probability),17190,conservative,None,Medicaid coverage (insurance coverage),task3,3,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001148,-,"[""I18"", ""H51"", ""H42"", ""I13"", ""I1""]",conservative,+,Risk scores,0.4,21222,HMO enrollment (managed care),liberal,0.6667,0.3333,jaccard_jel_similarity,cons-cons,0.3333,"[""H51"", ""I1""]",2,"[""I1"", ""H51"", ""H75""]",3,Mortality (survival probability),17190,conservative,None,Medicaid coverage (insurance coverage),task3,6,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001149,None,"[""I1""]",liberal,-,Magnitude of short-term health loss from new chronic condition,1.0,9098,Higher family income,conservative,0.3333,0.3333,jaccard_jel_similarity,lib-lib,0.3333,"[""I1""]",1,"[""I1"", ""H51"", ""H75""]",3,Perceived quality of care,17190,liberal,+,Medicaid coverage (insurance coverage),task3,3,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001150,-,"[""I18"", ""H51"", ""H42"", ""I13"", ""I1""]",conservative,+,Risk scores,0.4,21222,HMO enrollment (managed care),liberal,0.6667,0.3333,jaccard_jel_similarity,cons-lib,0.3333,"[""H51"", ""I1""]",2,"[""I1"", ""H51"", ""H75""]",3,Perceived quality of care,17190,liberal,+,Medicaid coverage (insurance coverage),task3,6,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001151,None,"[""I1""]",liberal,-,Magnitude of short-term health loss from new chronic condition,1.0,9098,Higher family income,conservative,0.3333,0.3333,jaccard_jel_similarity,lib-lib,0.3333,"[""I1""]",1,"[""I1"", ""H51"", ""H75""]",3,Self-reported access to care,17190,liberal,+,Medicaid coverage (insurance coverage),task3,3,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001152,-,"[""I18"", ""H51"", ""H42"", ""I13"", ""I1""]",conservative,+,Risk scores,0.4,21222,HMO enrollment (managed care),liberal,0.6667,0.3333,jaccard_jel_similarity,cons-lib,0.3333,"[""H51"", ""I1""]",2,"[""I1"", ""H51"", ""H75""]",3,Self-reported access to care,17190,liberal,+,Medicaid coverage (insurance coverage),task3,6,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001153,None,"[""I1""]",liberal,-,Magnitude of short-term health loss from new chronic condition,1.0,9098,Higher family income,conservative,0.3333,0.3333,jaccard_jel_similarity,lib-lib,0.3333,"[""I1""]",1,"[""I1"", ""H51"", ""H75""]",3,Self-reported physical and mental health,17190,liberal,+,Medicaid coverage (insurance coverage),task3,3,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001154,-,"[""I18"", ""H51"", ""H42"", ""I13"", ""I1""]",conservative,+,Risk scores,0.4,21222,HMO enrollment (managed care),liberal,0.6667,0.3333,jaccard_jel_similarity,cons-lib,0.3333,"[""H51"", ""I1""]",2,"[""I1"", ""H51"", ""H75""]",3,Self-reported physical and mental health,17190,liberal,+,Medicaid coverage (insurance coverage),task3,6,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001155,-,"[""G01"", ""G21"", ""G28""]",liberal,+,Taxpayers' cost,0.6667,15458,FDIC guarantee on new unsecured bank debt,conservative,1.0,0.6667,jaccard_jel_similarity,lib-lib,0.6667,"[""G01"", ""G21""]",2,"[""G01"", ""G21""]",2,Bank stock returns,17269,liberal,-,Holdings of highly-rated tranches,task3,3,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001156,+,"[""G01"", ""G21""]",conservative,-,Distance to default (z-score),1.0,19984,TPS / Tier 1 ratio,liberal,1.0,1.0,jaccard_jel_similarity,cons-lib,1.0,"[""G01"", ""G21""]",2,"[""G01"", ""G21""]",2,Bank stock returns,17269,liberal,-,Holdings of highly-rated tranches,task3,2,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001157,-,"[""G3""]",liberal,+,Overhead costs,1.0,14877,Business Combination laws,conservative,0.5,0.5,jaccard_jel_similarity,lib-lib,0.5,"[""G3""]",1,"[""G33"", ""G3""]",2,Probability of bankruptcy,17290,liberal,-,Marginal tax rate,task3,2,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001158,+,"[""G3"", ""G33""]",conservative,-,Asset occupancy (5 years),1.0,23305,Conversion to Chapter 7 liquidation,liberal,1.0,1.0,jaccard_jel_similarity,cons-lib,1.0,"[""G3"", ""G33""]",2,"[""G33"", ""G3""]",2,Probability of bankruptcy,17290,liberal,-,Marginal tax rate,task3,2,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001159,-,"[""E30"", ""E60""]",conservative,+,Real GDP growth,0.5,20324,Defense-related government spending shocks,liberal,0.3333,0.25,jaccard_jel_similarity,cons-cons,0.25,"[""E30""]",1,"[""C11"", ""E30"", ""E10""]",3,Negative effects of fiscal volatility shocks,17317,conservative,+,Accommodative monetary policy,task3,4,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001160,-,"[""R31"", ""E30""]",liberal,+,Housing downturn severity,0.5,26216,Slowing foreclosure completions,conservative,0.3333,0.25,jaccard_jel_similarity,lib-cons,0.25,"[""E30""]",1,"[""C11"", ""E30"", ""E10""]",3,Negative effects of fiscal volatility shocks,17317,conservative,+,Accommodative monetary policy,task3,4,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001161,-,"[""H31"", ""E62"", ""E65"", ""E21""]",liberal,+,Debt repayment,0.5,14753,2008 tax rebates,conservative,0.5,0.3333,jaccard_jel_similarity,lib-lib,0.3333,"[""E21"", ""H31""]",2,"[""H31"", ""D91"", ""E21"", ""D31""]",4,Nondurable consumption in receiving quarter,17338,liberal,+,Fiscal stimulus payments (tax rebates),task3,6,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001162,+,"[""E21"", ""D91"", ""H31"", ""J64""]",conservative,-,Output,0.75,14901,Increase in employment risk,liberal,0.75,0.6,jaccard_jel_similarity,cons-lib,0.6,"[""D91"", ""E21"", ""H31""]",3,"[""H31"", ""D91"", ""E21"", ""D31""]",4,Nondurable consumption in receiving quarter,17338,liberal,+,Fiscal stimulus payments (tax rebates),task3,5,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001163,-,"[""H31"", ""E62"", ""E65"", ""E21""]",liberal,+,Debt repayment,0.5,14753,2008 tax rebates,conservative,0.5,0.3333,jaccard_jel_similarity,lib-lib,0.3333,"[""E21"", ""H31""]",2,"[""H31"", ""D91"", ""E21"", ""D31""]",4,Aggregate consumption response per dollar,17338,liberal,+,Phasing-out around median income,task3,6,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001164,+,"[""E21"", ""D91"", ""H31"", ""J64""]",conservative,-,Output,0.75,14901,Increase in employment risk,liberal,0.75,0.6,jaccard_jel_similarity,cons-lib,0.6,"[""D91"", ""E21"", ""H31""]",3,"[""H31"", ""D91"", ""E21"", ""D31""]",4,Aggregate consumption response per dollar,17338,liberal,+,Phasing-out around median income,task3,5,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001165,mixed,"[""F11"", ""F13"", ""L4""]",liberal,-,World welfare,0.6667,24273,Abandonment of MFN requirement,conservative,0.6667,0.5,jaccard_jel_similarity,lib-lib,0.5,"[""F11"", ""F13""]",2,"[""F13"", ""F11"", ""F12""]",3,Government welfare,17347,liberal,+,50 percentage point tariff increase in chemicals,task3,4,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001166,None,"[""L68"", ""F12"", ""F23"", ""F13"", ""L23""]",conservative,+,production relocation (sourcing countries),0.4,25767,country-specific antidumping duties,liberal,0.6667,0.3333,jaccard_jel_similarity,cons-lib,0.3333,"[""F12"", ""F13""]",2,"[""F13"", ""F11"", ""F12""]",3,Government welfare,17347,liberal,+,50 percentage point tariff increase in chemicals,task3,6,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001167,mixed,"[""F11"", ""F13"", ""L4""]",liberal,-,World welfare,0.6667,24273,Abandonment of MFN requirement,conservative,0.6667,0.5,jaccard_jel_similarity,lib-lib,0.5,"[""F11"", ""F13""]",2,"[""F13"", ""F11"", ""F12""]",3,US wage,17347,liberal,+,50 percentage point US tariff increase on apparel,task3,4,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001168,None,"[""L68"", ""F12"", ""F23"", ""F13"", ""L23""]",conservative,+,production relocation (sourcing countries),0.4,25767,country-specific antidumping duties,liberal,0.6667,0.3333,jaccard_jel_similarity,cons-lib,0.3333,"[""F12"", ""F13""]",2,"[""F13"", ""F11"", ""F12""]",3,US wage,17347,liberal,+,50 percentage point US tariff increase on apparel,task3,6,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001169,mixed,"[""F11"", ""F13"", ""L4""]",liberal,-,World welfare,0.6667,24273,Abandonment of MFN requirement,conservative,0.6667,0.5,jaccard_jel_similarity,lib-lib,0.5,"[""F11"", ""F13""]",2,"[""F13"", ""F11"", ""F12""]",3,US output in protected industry,17347,liberal,+,50 percentage point US tariff increase on chemicals,task3,4,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001170,None,"[""L68"", ""F12"", ""F23"", ""F13"", ""L23""]",conservative,+,production relocation (sourcing countries),0.4,25767,country-specific antidumping duties,liberal,0.6667,0.3333,jaccard_jel_similarity,cons-lib,0.3333,"[""F12"", ""F13""]",2,"[""F13"", ""F11"", ""F12""]",3,US output in protected industry,17347,liberal,+,50 percentage point US tariff increase on chemicals,task3,6,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001171,mixed,"[""F11"", ""F13"", ""L4""]",liberal,-,World welfare,0.6667,24273,Abandonment of MFN requirement,conservative,0.6667,0.5,jaccard_jel_similarity,lib-cons,0.5,"[""F11"", ""F13""]",2,"[""F13"", ""F11"", ""F12""]",3,Government welfare,17347,conservative,-,Nash (trade war) tariffs,task3,4,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001172,None,"[""L68"", ""F12"", ""F23"", ""F13"", ""L23""]",conservative,+,production relocation (sourcing countries),0.4,25767,country-specific antidumping duties,liberal,0.6667,0.3333,jaccard_jel_similarity,cons-cons,0.3333,"[""F12"", ""F13""]",2,"[""F13"", ""F11"", ""F12""]",3,Government welfare,17347,conservative,-,Nash (trade war) tariffs,task3,6,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001173,mixed,"[""F11"", ""F13"", ""L4""]",liberal,-,World welfare,0.6667,24273,Abandonment of MFN requirement,conservative,0.6667,0.5,jaccard_jel_similarity,lib-cons,0.5,"[""F11"", ""F13""]",2,"[""F13"", ""F11"", ""F12""]",3,Welfare of liberalizing countries,17347,conservative,+,Non-MFN tariff reduction by subset of countries,task3,4,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001174,None,"[""L68"", ""F12"", ""F23"", ""F13"", ""L23""]",conservative,+,production relocation (sourcing countries),0.4,25767,country-specific antidumping duties,liberal,0.6667,0.3333,jaccard_jel_similarity,cons-cons,0.3333,"[""F12"", ""F13""]",2,"[""F13"", ""F11"", ""F12""]",3,Welfare of liberalizing countries,17347,conservative,+,Non-MFN tariff reduction by subset of countries,task3,6,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001175,mixed,"[""F11"", ""F13"", ""L4""]",liberal,-,World welfare,0.6667,24273,Abandonment of MFN requirement,conservative,0.6667,0.5,jaccard_jel_similarity,lib-cons,0.5,"[""F11"", ""F13""]",2,"[""F13"", ""F11"", ""F12""]",3,Government welfare,17347,conservative,+,Trade negotiations starting at factual tariffs,task3,4,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001176,None,"[""L68"", ""F12"", ""F23"", ""F13"", ""L23""]",conservative,+,production relocation (sourcing countries),0.4,25767,country-specific antidumping duties,liberal,0.6667,0.3333,jaccard_jel_similarity,cons-cons,0.3333,"[""F12"", ""F13""]",2,"[""F13"", ""F11"", ""F12""]",3,Government welfare,17347,conservative,+,Trade negotiations starting at factual tariffs,task3,6,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001177,mixed,"[""F11"", ""F13"", ""L4""]",liberal,-,World welfare,0.6667,24273,Abandonment of MFN requirement,conservative,0.6667,0.5,jaccard_jel_similarity,lib-cons,0.5,"[""F11"", ""F13""]",2,"[""F13"", ""F11"", ""F12""]",3,Government welfare,17347,conservative,+,Trade negotiations starting at Nash tariffs,task3,4,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001178,None,"[""L68"", ""F12"", ""F23"", ""F13"", ""L23""]",conservative,+,production relocation (sourcing countries),0.4,25767,country-specific antidumping duties,liberal,0.6667,0.3333,jaccard_jel_similarity,cons-cons,0.3333,"[""F12"", ""F13""]",2,"[""F13"", ""F11"", ""F12""]",3,Government welfare,17347,conservative,+,Trade negotiations starting at Nash tariffs,task3,6,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001179,mixed,"[""F11"", ""F13"", ""L4""]",liberal,-,World welfare,0.6667,24273,Abandonment of MFN requirement,conservative,0.6667,0.5,jaccard_jel_similarity,lib-cons,0.5,"[""F11"", ""F13""]",2,"[""F13"", ""F11"", ""F12""]",3,government welfare,17347,conservative,+,Trade negotiations starting at zero tariffs,task3,4,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001180,None,"[""L68"", ""F12"", ""F23"", ""F13"", ""L23""]",conservative,+,production relocation (sourcing countries),0.4,25767,country-specific antidumping duties,liberal,0.6667,0.3333,jaccard_jel_similarity,cons-cons,0.3333,"[""F12"", ""F13""]",2,"[""F13"", ""F11"", ""F12""]",3,government welfare,17347,conservative,+,Trade negotiations starting at zero tariffs,task3,6,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001181,+,"[""E32"", ""E62""]",liberal,-,Investment spending,1.0,7269,Government spending increase,conservative,1.0,1.0,jaccard_jel_similarity,lib-lib,1.0,"[""E32"", ""E62""]",2,"[""E62"", ""E32""]",2,Relative employment rate,17391,liberal,+,Relative per-capita government purchases,task3,2,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001182,-,"[""E32"", ""E62""]",conservative,+,Output,1.0,7269,Government spending increase,liberal,1.0,1.0,jaccard_jel_similarity,cons-lib,1.0,"[""E32"", ""E62""]",2,"[""E62"", ""E32""]",2,Relative employment rate,17391,liberal,+,Relative per-capita government purchases,task3,2,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001183,+,"[""E32"", ""E62""]",liberal,-,Investment spending,1.0,7269,Government spending increase,conservative,1.0,1.0,jaccard_jel_similarity,lib-lib,1.0,"[""E32"", ""E62""]",2,"[""E62"", ""E32""]",2,Relative per-capita output,17391,liberal,+,Relative per-capita government purchases,task3,2,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001184,-,"[""E32"", ""E62""]",conservative,+,Output,1.0,7269,Government spending increase,liberal,1.0,1.0,jaccard_jel_similarity,cons-lib,1.0,"[""E32"", ""E62""]",2,"[""E62"", ""E32""]",2,Relative per-capita output,17391,liberal,+,Relative per-capita government purchases,task3,2,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001185,+,"[""E32"", ""E62""]",liberal,-,Investment spending,1.0,7269,Government spending increase,conservative,1.0,1.0,jaccard_jel_similarity,lib-lib,1.0,"[""E32"", ""E62""]",2,"[""E62"", ""E32""]",2,"Output in construction, manufacturing, retail and services",17391,liberal,+,Relative procurement spending,task3,2,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001186,-,"[""E32"", ""E62""]",conservative,+,Output,1.0,7269,Government spending increase,liberal,1.0,1.0,jaccard_jel_similarity,cons-lib,1.0,"[""E32"", ""E62""]",2,"[""E62"", ""E32""]",2,"Output in construction, manufacturing, retail and services",17391,liberal,+,Relative procurement spending,task3,2,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001187,+,"[""D73"", ""D78""]",conservative,-,Equity finance availability,0.5,7447,Lax securities regulation,liberal,0.5,0.3333,jaccard_jel_similarity,cons-lib,0.3333,"[""D73""]",1,"[""L73"", ""D73""]",2,Deforestation rate (short-run),17417,liberal,-,Oil and gas revenue per capita,task3,3,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001188,mixed,"[""D73"", ""H26""]",liberal,+,Number of reassessed properties,0.5,20627,Performance pay for tax collectors,conservative,0.5,0.3333,jaccard_jel_similarity,lib-lib,0.3333,"[""D73""]",1,"[""L73"", ""D73""]",2,Deforestation rate (short-run),17417,liberal,-,Oil and gas revenue per capita,task3,3,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001189,+,"[""H4"", ""I2""]",conservative,-,Black high school dropout rate,0.5,8345,Court-ordered desegregation plans,liberal,0.5,0.3333,jaccard_jel_similarity,cons-lib,0.3333,"[""H4""]",1,"[""O12"", ""H4""]",2,Farm revenues,17456,liberal,+,Cash transfers,task3,3,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001190,+,"[""Q12"", ""O12"", ""O13""]",liberal,-,Fertilizer expenses,0.3333,18778,Fertilizer grants,conservative,0.5,0.25,jaccard_jel_similarity,lib-lib,0.25,"[""O12""]",1,"[""O12"", ""H4""]",2,Farm revenues,17456,liberal,+,Cash transfers,task3,4,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001191,+,"[""H4"", ""I2""]",conservative,-,Black high school dropout rate,0.5,8345,Court-ordered desegregation plans,liberal,0.5,0.3333,jaccard_jel_similarity,cons-cons,0.3333,"[""H4""]",1,"[""O12"", ""H4""]",2,Farm revenues,17456,conservative,-,In-kind food transfers,task3,3,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001192,+,"[""Q12"", ""O12"", ""O13""]",liberal,-,Fertilizer expenses,0.3333,18778,Fertilizer grants,conservative,0.5,0.25,jaccard_jel_similarity,lib-cons,0.25,"[""O12""]",1,"[""O12"", ""H4""]",2,Farm revenues,17456,conservative,-,In-kind food transfers,task3,4,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001193,+,"[""G38"", ""G31"", ""G35"", ""H32"", ""H25""]",conservative,None,Corporate investment,0.4,21003,2003 dividend tax cut,liberal,0.6667,0.3333,jaccard_jel_similarity,cons-cons,0.3333,"[""G31"", ""H25""]",2,"[""G31"", ""G30"", ""H25""]",3,Cash flow sensitivity of investment,17481,conservative,+,Higher payout taxes,task3,6,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_001194,+,"[""H32"", ""D21"", ""G31"", ""H25"", ""D92""]",liberal,-,Dividends / payouts,0.4,21876,Bonus depreciation,conservative,0.6667,0.3333,jaccard_jel_similarity,lib-cons,0.3333,"[""G31"", ""H25""]",2,"[""G31"", ""G30"", ""H25""]",3,Cash flow sensitivity of investment,17481,conservative,+,Higher payout taxes,task3,6,side_capped_jel_similarity
